"Contract ","Sales Order","Created Date","Product: Product Name","Quantity Ordered","Customer ","Product: Metal: Metal Name","Product: Product Code"
"CON-62188","SO-34725","8/7/2023","Gold Bar 10 oz Assorted Brands","2.000000","Tomahawk Consulting, LLC","Gold","GB10GEN"
"CON-62800","SO-35016","8/25/2023","Gold Bar 10 oz Assorted Brands","5.000000","Kilo Funding 1 LLC","Gold","GB10GEN"
"CON-57633","SO-32340","3/7/2023","Gold Bar 10 oz Assorted Brands","3.000000","Tomahawk Consulting, LLC","Gold","GB10GEN"
"CON-56761","SO-31867","1/26/2023","Gold Bar 10 oz Assorted Brands","2.000000","Paras Gold Inc.","Gold","GB10GEN"
"CON-56775","SO-31874","1/26/2023","Gold Bar 10 oz Assorted Brands","10.000000","Paras Gold Inc.","Gold","GB10GEN"
"CON-57008","SO-32021","2/8/2023","Gold Bar 10 oz Assorted Brands","2.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Gold","GB10GEN"
"CON-63022","SO-35109","9/5/2023","Gold Bar 10 gram PAMP Fortuna","1.000000","Casa Blanca's Jewelers and Perfumes","Gold","GB10GPAMPF"
"CON-58910","SO-33175","4/10/2023","Gold Bar 10 gram PAMP Fortuna","1.000000","Industrial Technology","Gold","GB10GPAMPF"
"CON-59341","SO-33443","4/25/2023","Gold Bar 10 gram PAMP Fortuna","1.000000","Industrial Technology","Gold","GB10GPAMPF"
"CON-58222","SO-32726","3/21/2023","Gold Bar 10 gram PAMP Fortuna","2.000000","First Place Jewelry, LLC","Gold","GB10GPAMPF"
"CON-59186","SO-33339","4/18/2023","Gold Bar 10 gram PAMP Fortuna","1.000000","Industrial Technology","Gold","GB10GPAMPF"
"CON-60081","SO-33833","5/19/2023","Gold Bar 10 gram PAMP Fortuna","8.000000","Tanmai Jewelers","Gold","GB10GPAMPF"
"CON-61598","SO-34475","7/20/2023","Gold Bar 10 gram PAMP Fortuna","1.000000","Ross Jewelers","Gold","GB10GPAMPF"
"CON-60515","SO-34033","6/7/2023","Gold Bar 10 oz Pamp Fortuna","1.000000","Tomahawk Consulting, LLC","Gold","GB10PAMPF"
"CON-62985","SO-35085","9/1/2023","Gold Bar 10 oz Pamp Fortuna","2.000000","Kilo Funding 1 LLC","Gold","GB10PAMPF"
"CON-56824","SO-31903","1/30/2023","Gold Bar 10 oz Pamp Fortuna","10.000000","Paras Gold Inc.","Gold","GB10PAMPF"
"CON-58844","SO-33131","4/6/2023","Gold Bar 10 oz Perth Mint","1.000000","Royal Gold & Silver Exchange","Gold","GB10PERTH"
"CON-60515","SO-34033","6/7/2023","Gold Bar 10 oz Perth Mint","1.000000","Tomahawk Consulting, LLC","Gold","GB10PERTH"
"CON-58536","SO-32928","3/30/2023","Gold Bar 1 oz Argor-Heraeus","2.000000","Mountain Time Inc.","Gold","GB1AH"
"CON-58551","SO-32979","3/31/2023","Gold Bar 1 oz Argor-Heraeus","9.000000","First Place Jewelry, LLC","Gold","GB1AH"
"CON-58615","SO-32978","3/31/2023","Gold Bar 1 oz Argor-Heraeus","10.000000","Scott Mosley Trading LLC","Gold","GB1AH"
"CON-58620","SO-32984","3/31/2023","Gold Bar 1 oz Argor-Heraeus","25.000000","Rudy's Gold & Silver","Gold","GB1AH"
"CON-58539","SO-32931","3/30/2023","Gold Bar 1 oz Argor-Heraeus","15.000000","Dallas Valley Goldmine","Gold","GB1AH"
"CON-58593","SO-32961","3/31/2023","Gold Bar 1 oz Argor-Heraeus","7.000000","Florida Estate Sales","Gold","GB1AH"
"CON-58634","SO-32994","4/3/2023","Gold Bar 1 oz Argor-Heraeus","5.000000","JTC Jewelry & Design","Gold","GB1AH"
"CON-58624","SO-32987","4/2/2023","Gold Bar 1 oz Argor-Heraeus","40.000000","Northern Nevada Coin","Gold","GB1AH"
"CON-58625","SO-32988","4/2/2023","Gold Bar 1 oz Argor-Heraeus","40.000000","First Place Jewelry, LLC","Gold","GB1AH"
"CON-59911","SO-33734","5/15/2023","Gold Bar 1 oz Argor-Heraeus","1.000000","Ross Jewelers","Gold","GB1AH"
"CON-59911","SO-33734","5/15/2023","Gold Bar 1 oz Argor-Heraeus","1.000000","Ross Jewelers","Gold","GB1AH"
"CON-56987","SO-32007","2/7/2023","Gold Bar 1 oz Argor-Heraeus","2.000000","Tanmai Jewelers","Gold","GB1AH"
"CON-56654","SO-31815","1/21/2023","Gold Bar 1 oz Argor-Heraeus","22.000000","Mountain Time Inc.","Gold","GB1AH"
"CON-57777","SO-32439","3/13/2023","Gold Bar 1 oz Argor-Heraeus","1.000000","Luxe Jewel Exchange","Gold","GB1AH"
"CON-57061","SO-32046","2/9/2023","Gold Bar 1 oz Argor-Heraeus","4.000000","Tanmai Jewelers","Gold","GB1AH"
"CON-56776","SO-31875","1/26/2023","Gold Bar 1 oz Argor-Heraeus","5.000000","Trust Jewelry and Repair, Inc.","Gold","GB1AH"
"CON-57657","SO-32354","3/7/2023","Gold Bar 1 oz Argor-Heraeus","3.000000","ETX Coins","Gold","GB1AH"
"CON-57176","SO-32114","2/15/2023","Gold Bar 1 oz Argor-Heraeus","2.000000","First Place Jewelry, LLC","Gold","GB1AH"
"CON-56884","SO-31939","2/2/2023","Gold Bar 1 oz Argor-Heraeus","5.000000","Tanmai Jewelers","Gold","GB1AH"
"CON-57101","SO-32067","2/13/2023","Gold Bar 1 oz Argor-Heraeus","6.000000","Tanmai Jewelers","Gold","GB1AH"
"CON-57420","SO-32246","2/27/2023","Gold Bar 1 oz Argor-Heraeus","5.000000","Mountain Time Inc.","Gold","GB1AH"
"CON-58414","SO-32861","3/27/2023","Gold Bar 1 oz Asahi","1.000000","Frank's & Sons Jewelry, Inc.","Gold","GB1ASAHI"
"CON-58096","SO-32657","3/17/2023","Gold Bar 1 oz Asahi","4.000000","Royal Gold & Silver Exchange","Gold","GB1ASAHI"
"CON-56164","SO-31612","1/11/2023","Gold Bar 1oz Any Brand w/Certificate","51.000000","Mountain Time Inc.","Gold","GB1C"
"CON-57410","SO-32238","2/27/2023","Gold Bar 1oz Any Brand w/Certificate","6.000000","First Place Jewelry, LLC","Gold","GB1C"
"CON-62384","SO-34821","8/14/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","Haggai Gold and Silver","Gold","GB1C"
"CON-63483","SO-35294","9/20/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","McKee Coins Inc.","Gold","GB1C"
"CON-58143","SO-32677","3/20/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Hannigan Rare Coins","Gold","GB1C"
"CON-58195","SO-32714","3/21/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Dallas Valley Goldmine","Gold","GB1C"
"CON-58235","SO-32733","3/22/2023","Gold Bar 1oz Any Brand w/Certificate","20.000000","Mountain Time Inc.","Gold","GB1C"
"CON-58308","SO-32791","3/23/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Wink's Jewelry, Inc.","Gold","GB1C"
"CON-58303","SO-32800","3/23/2023","Gold Bar 1oz Any Brand w/Certificate","3.000000","In God We Trust Coins","Gold","GB1C"
"CON-60305","SO-33947","5/26/2023","Gold Bar 1oz Any Brand w/Certificate","3.000000","Royal Gold & Silver Exchange","Gold","GB1C"
"CON-61165","SO-34307","7/10/2023","Gold Bar 1oz Any Brand w/Certificate","20.000000","Alaska Bullion & Coin, LLC","Gold","GB1C"
"CON-59696","SO-33623","5/7/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Ross Jewelers","Gold","GB1C"
"CON-57615","SO-32330","3/6/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","JTC Jewelry & Design","Gold","GB1C"
"CON-57297","SO-32164","2/21/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Vallejo Coin Exchange","Gold","GB1C"
"CON-57530","SO-32288","3/1/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Royal Gold & Silver Exchange","Gold","GB1C"
"CON-55957","SO-31517","1/3/2023","Gold Bar 1oz Any Brand w/Certificate","15.000000","Loveland Gold & Silver","Gold","GB1C"
"CON-58754","SO-33068","4/4/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Sandy's Jewelry","Gold","GB1C"
"CON-57781","SO-32442","3/13/2023","Gold Bar 1oz Any Brand w/Certificate","15.000000","Raleigh Gold Coin and Jewelry LLC","Gold","GB1C"
"CON-58813","SO-33102","4/6/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Ross Jewelers","Gold","GB1C"
"CON-58891","SO-33163","4/10/2023","Gold Bar 1oz Any Brand w/Certificate","10.000000","Trust Jewelry and Repair, Inc.","Gold","GB1C"
"CON-61241","SO-34338","7/13/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","River City Pawn and Gun, LLC","Gold","GB1C"
"CON-56897","SO-31947","2/3/2023","Gold Bar 1oz Any Brand w/Certificate","28.000000","First Place Jewelry, LLC","Gold","GB1C"
"CON-57321","SO-32177","2/22/2023","Gold Bar 1oz Any Brand w/Certificate","3.000000","David Kay Jewelers LLC","Gold","GB1C"
"CON-58238","SO-32737","3/22/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Direct Silver Factory","Gold","GB1C"
"CON-57012","SO-32024","2/8/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Royal Gold & Silver Exchange","Gold","GB1C"
"CON-59768","SO-33658","5/9/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","Gold & Silver Exchange (MI)","Gold","GB1C"
"CON-59826","SO-33692","5/11/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Ross Jewelers","Gold","GB1C"
"CON-59826","SO-33692","5/11/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Ross Jewelers","Gold","GB1C"
"CON-59826","SO-33692","5/11/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Ross Jewelers","Gold","GB1C"
"CON-60030","SO-33797","5/18/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","Industrial Technology","Gold","GB1C"
"CON-59922","SO-33742","5/15/2023","Gold Bar 1oz Any Brand w/Certificate","4.000000","ARA Gold LLC","Gold","GB1C"
"CON-60063","SO-33819","5/18/2023","Gold Bar 1oz Any Brand w/Certificate","4.000000","The Gold Market, Inc.","Gold","GB1C"
"CON-60609","SO-34074","6/13/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","Gold Bling Jewelry","Gold","GB1C"
"CON-60766","SO-34135","6/20/2023","Gold Bar 1oz Any Brand w/Certificate","4.000000","DFW Coin And Silver, LLC dba Mike & Sam","Gold","GB1C"
"CON-60275","SO-33934","5/25/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","First Place Jewelry, LLC","Gold","GB1C"
"CON-63020","SO-35107","9/5/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Mitchell's Jewelry (OK)","Gold","GB1C"
"CON-55879","SO-31503","1/2/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Salem's Jewelers II","Gold","GB1C"
"CON-57187","SO-32120","2/16/2023","Gold Bar 1oz Any Brand w/Certificate","15.000000","Raleigh Gold Coin and Jewelry LLC","Gold","GB1C"
"CON-58343","SO-32813","3/24/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","Shilla Jewelry Inc","Gold","GB1C"
"CON-56834","SO-31909","1/30/2023","Gold Bar 1oz Any Brand w/Certificate","27.000000","River City Pawn and Gun, LLC","Gold","GB1C"
"CON-57788","SO-32444","3/13/2023","Gold Bar 1oz Any Brand w/Certificate","9.000000","Raleigh Gold Coin and Jewelry LLC","Gold","GB1C"
"CON-61145","SO-34295","7/7/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","J.T. International Diamond Co.","Gold","GB1C"
"CON-61269","SO-34349","7/13/2023","Gold Bar 1oz Any Brand w/Certificate","8.000000","Matthew Bullock Auction Gallery","Gold","GB1C"
"CON-57192","SO-32122","2/16/2023","Gold Bar 1oz Any Brand w/Certificate","2.000000","Brannon Johnson","Gold","GB1C"
"CON-63007","SO-35100","9/5/2023","Gold Bar 1oz Any Brand w/Certificate","4.000000","Shalimar Diamonds","Gold","GB1C"
"CON-56095","SO-31585","1/9/2023","Gold Bar 1oz Any Brand w/Certificate","3.000000","River City Pawn and Gun, LLC","Gold","GB1C"
"CON-56094","SO-31584","1/9/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","River City Pawn and Gun, LLC","Gold","GB1C"
"CON-63135","SO-35162","9/8/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Ross Jewelers","Gold","GB1C"
"CON-62774","SO-35002","8/24/2023","Gold Bar 1oz Any Brand w/Certificate","11.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Gold","GB1C"
"CON-63252","SO-35211","9/13/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Royal Gold & Silver Exchange","Gold","GB1C"
"CON-62483","SO-34878","8/16/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Justin Boggs","Gold","GB1C"
"CON-57908","SO-32520","3/14/2023","Gold Bar 1oz Any Brand w/Certificate","3.000000","First Place Jewelry, LLC","Gold","GB1C"
"CON-57457","SO-32264","2/28/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Vallejo Coin Exchange","Gold","GB1C"
"CON-57560","SO-32303","3/2/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","JTC Jewelry & Design","Gold","GB1C"
"CON-56490","SO-31753","1/17/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Bedford Gold & Silver Exchange","Gold","GB1C"
"CON-58242","SO-32740","3/22/2023","Gold Bar 1oz Any Brand w/Certificate","8.000000","EIC Enterprises","Gold","GB1C"
"CON-57633","SO-32340","3/7/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Tomahawk Consulting, LLC","Gold","GB1C"
"CON-57649","SO-32345","3/7/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Wink's Jewelry, Inc.","Gold","GB1C"
"CON-57845","SO-32484","3/13/2023","Gold Bar 1oz Any Brand w/Certificate","4.000000","Dallas Diamonds","Gold","GB1C"
"CON-60343","SO-33970","5/30/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","River City Pawn and Gun, LLC","Gold","GB1C"
"CON-60343","SO-33970","5/30/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","River City Pawn and Gun, LLC","Gold","GB1C"
"CON-57846","SO-32485","3/13/2023","Gold Bar 1oz Any Brand w/Certificate","3.000000","River City Pawn and Gun, LLC","Gold","GB1C"
"CON-56783","SO-31876","1/26/2023","Gold Bar 1oz Any Brand w/Certificate","50.000000","Kilo Funding 1 LLC","Gold","GB1C"
"CON-56838","SO-31911","1/30/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Mountain Time Inc.","Gold","GB1C"
"CON-56854","SO-31921","1/31/2023","Gold Bar 1oz Any Brand w/Certificate","15.000000","First Place Jewelry, LLC","Gold","GB1C"
"CON-56869","SO-31930","2/1/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","David Kay Jewelers LLC","Gold","GB1C"
"CON-58380","SO-32838","3/26/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","First Place Jewelry, LLC","Gold","GB1C"
"CON-58374","SO-32834","3/24/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Gold & Silver Exchange (MI)","Gold","GB1C"
"CON-56689","SO-31839","1/24/2023","Gold Bar 1oz Any Brand w/Certificate","3.000000","Mitchell's Jewelry (OK)","Gold","GB1C"
"CON-56909","SO-31955","2/3/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Direct Silver Factory","Gold","GB1C"
"CON-56912","SO-31960","2/3/2023","Gold Bar 1oz Any Brand w/Certificate","1.000000","Royal Gold & Silver Exchange","Gold","GB1C"
"CON-56911","SO-31957","2/3/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","Royal Gold & Silver Exchange","Gold","GB1C"
"CON-56921","SO-31970","2/3/2023","Gold Bar 1oz Any Brand w/Certificate","16.000000","Northwest Gold and Diamond","Gold","GB1C"
"CON-57355","SO-32200","2/23/2023","Gold Bar 1oz Any Brand w/Certificate","15.000000","K.B. Zaveree","Gold","GB1C"
"CON-56018","SO-31545","1/5/2023","Gold Bar 1oz Any Brand w/Certificate","18.000000","Gold & Silver Exchange (MI)","Gold","GB1C"
"CON-57600","SO-32323","3/3/2023","Gold Bar 1oz Any Brand w/Certificate","5.000000","HK Investments","Gold","GB1C"
"CON-57690","SO-32374","3/8/2023","Gold Bar 1oz Any Brand w/Certificate","3.000000","Royal Gold & Silver Exchange","Gold","GB1C"
"CON-58329","SO-32808","3/23/2023","Gold Bar 1 oz Credit Suisse","5.000000","Rudy's Gold & Silver","Gold","GB1CREDIT"
"CON-58395","SO-32851","3/27/2023","Gold Bar 1 oz Credit Suisse","1.000000","Rios Jewelers","Gold","GB1CREDIT"
"CON-60030","SO-33797","5/18/2023","Gold Bar 1 oz Credit Suisse","1.000000","Industrial Technology","Gold","GB1CREDIT"
"CON-56041","SO-31563","1/6/2023","Gold Bar 1 oz Credit Suisse","3.000000","Michael & Alexandria DBA 6th Avenue Jewelers","Gold","GB1CREDIT"
"CON-61568","SO-34459","7/19/2023","Gold Bar 1 oz Credit Suisse","10.000000","Kilo Funding 1 LLC","Gold","GB1CREDIT"
"CON-58368","SO-32829","3/24/2023","Gold Bar 1 oz Credit Suisse","1.000000","Rudy's Gold & Silver","Gold","GB1CREDIT"
"CON-62491","SO-34879","8/16/2023","Gold Bar 1 oz Credit Suisse","5.000000","First Place Jewelry, LLC","Gold","GB1CREDIT"
"CON-62473","SO-34871","8/16/2023","Gold Bar 1 oz Credit Suisse","5.000000","First Place Jewelry, LLC","Gold","GB1CREDIT"
"CON-62434","SO-34850","8/15/2023","Gold Bar 1 oz Credit Suisse","3.000000","First Place Jewelry, LLC","Gold","GB1CREDIT"
"CON-56216","SO-31639","1/13/2023","Gold Bar 1 oz Credit Suisse","17.000000","Central Refining","Gold","GB1CREDIT"
"CON-58985","SO-33226","4/12/2023","Gold Bar 1 oz Credit Suisse","2.000000","Bedford Gold & Silver Exchange","Gold","GB1CREDIT"
"CON-56502","SO-31757","1/17/2023","Gold Bar 1 oz Credit Suisse","5.000000","Trust Jewelry and Repair, Inc.","Gold","GB1CREDIT"
"CON-58419","SO-32864","3/27/2023","Gold Bar 1 gram any brand","20.000000","Auric Enterprises","Gold","GB1G"
"CON-58621","SO-32985","3/31/2023","Gold Bar 1 gram any brand","90.000000","Burleson Gold & Silver","Gold","GB1G"
"CON-58829","SO-33116","4/6/2023","Gold Bar 1 gram any brand","20.000000","Dr. Gold Jewelry and Diamonds","Gold","GB1G"
"CON-55943","SO-31510","1/3/2023","Gold Bar 1 gram any brand","36.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Gold","GB1G"
"CON-58986","SO-33235","4/12/2023","Gold Bar 1 gram any brand","13.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Gold","GB1G"
"CON-58464","SO-32893","3/28/2023","Gold Bar 1 gram any brand","5.000000","Bedford Gold & Silver Exchange","Gold","GB1G"
"CON-63087","SO-35139","9/7/2023","Gold Bar 1 gram any brand","28.000000","Williams Coin Stamp & Bullion","Gold","GB1G"
"CON-62221","SO-34746","8/8/2023","Gold Bar 1 gram any brand","4.000000","Haggai Gold and Silver","Gold","GB1G"
"CON-56957","SO-31991","2/6/2023","Gold Bar 1 gram any brand","14.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Gold","GB1G"
"CON-58910","SO-33175","4/10/2023","Gold Bar 1 gram PAMP Fortuna","1.000000","Industrial Technology","Gold","GB1GPAMPF"
"CON-57955","SO-32551","3/15/2023","Gold Bar 1 gram PAMP Fortuna","10.000000","A Coin Shop","Gold","GB1GPAMPF"
"CON-57310","SO-32170","2/21/2023","Gold Bar 1 gram PAMP Fortuna","100.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Gold","GB1GPAMPF"
"CON-58682","SO-33025","4/3/2023","Gold Bar 1 gram PAMP Fortuna","41.000000","Giamante","Gold","GB1GPAMPF"
"CON-63006","SO-35099","9/5/2023","Gold Bar 1 gram PAMP Fortuna","25.000000","Gold Buyers of Orange Park","Gold","GB1GPAMPF"
"CON-62096","SO-34681","8/1/2023","Gold Bar 1 gram PAMP Fortuna","50.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Gold","GB1GPAMPF"
"CON-62707","SO-34974","8/23/2023","Gold Bar 1 gram PAMP Fortuna","5.000000","Jandron's Fine Jewelry Inc.","Gold","GB1GPAMPF"
"CON-63332","SO-35244","9/14/2023","Gold Bar 1 gram PAMP Fortuna","25.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Gold","GB1GPAMPF"
"CON-63214","SO-35195","9/12/2023","Gold Bar 1 gram PAMP Fortuna","4.000000","Ed Huffman Official","Gold","GB1GPAMPF"
"CON-63490","SO-35301","9/20/2023","Gold Bar 1 gram PAMP Fortuna","164.000000","Rarity Ventures","Gold","GB1GPAMPF"
"CON-63000","SO-35093","9/4/2023","Gold Bar 1 gram PAMP Fortuna","1.000000","Ross Jewelers","Gold","GB1GPAMPF"
"CON-63000","SO-35093","9/4/2023","Gold Bar 1 gram PAMP Fortuna","1.000000","Ross Jewelers","Gold","GB1GPAMPF"
"CON-63000","SO-35093","9/4/2023","Gold Bar 1 gram PAMP Fortuna","1.000000","Ross Jewelers","Gold","GB1GPAMPF"
"CON-60390","SO-33990","6/1/2023","Gold Bar 1 gram PAMP Fortuna","20.000000","K.B. Zaveree","Gold","GB1GPAMPF"
"CON-62592","SO-34915","8/20/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Ross Jewelers","Gold","GB1NC"
"CON-63059","SO-35124","9/6/2023","Gold Bar 1oz Any Brand No Certificate","3.000000","Bob Cooper Clearance House Inc. DBA Traders Pawn Shop","Gold","GB1NC"
"CON-58641","SO-33000","4/3/2023","Gold Bar 1oz Any Brand No Certificate","4.000000","Dallas Diamonds","Gold","GB1NC"
"CON-58672","SO-33015","4/3/2023","Gold Bar 1oz Any Brand No Certificate","5.000000","Burleson Gold & Silver","Gold","GB1NC"
"CON-63133","SO-35160","9/8/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Ross Jewelers","Gold","GB1NC"
"CON-62387","SO-34825","8/14/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Ross Jewelers","Gold","GB1NC"
"CON-58855","SO-33139","4/6/2023","Gold Bar 1oz Any Brand No Certificate","5.000000","Mountain Time Inc.","Gold","GB1NC"
"CON-61268","SO-34348","7/13/2023","Gold Bar 1oz Any Brand No Certificate","25.000000","Kilo Funding 1 LLC","Gold","GB1NC"
"CON-57136","SO-32089","2/14/2023","Gold Bar 1oz Any Brand No Certificate","5.000000","Longview Nor Jay, LTD.","Gold","GB1NC"
"CON-56137","SO-31601","1/11/2023","Gold Bar 1oz Any Brand No Certificate","2.000000","Dr. Gold Jewelry and Diamonds","Gold","GB1NC"
"CON-59117","SO-33306","4/16/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Ross Jewelers","Gold","GB1NC"
"CON-58951","SO-33202","4/11/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Christensen Jewelry","Gold","GB1NC"
"CON-59241","SO-33371","4/20/2023","Gold Bar 1oz Any Brand No Certificate","3.000000","Royal Gold & Silver Exchange","Gold","GB1NC"
"CON-59311","SO-33424","4/24/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Ross Jewelers","Gold","GB1NC"
"CON-60088","SO-33838","5/19/2023","Gold Bar 1oz Any Brand No Certificate","3.000000","Mountain Time Inc.","Gold","GB1NC"
"CON-59826","SO-33692","5/11/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Ross Jewelers","Gold","GB1NC"
"CON-59826","SO-33692","5/11/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Ross Jewelers","Gold","GB1NC"
"CON-61647","SO-34495","7/24/2023","Gold Bar 1oz Any Brand No Certificate","10.000000","Mountain Time Inc.","Gold","GB1NC"
"CON-60083","SO-33834","5/19/2023","Gold Bar 1oz Any Brand No Certificate","1.000000","Ross Jewelers","Gold","GB1NC"
